fold,precision,recall,f1-score
1,0.8842528873680331,0.9196704428424305,0.9002910450954222
2,0.8845869391121101,0.9046610169491526,0.8923170515669996
3,0.8743716259142005,0.8661257606490872,0.8676591404052699
4,0.8605661469901184,0.90304396843292,0.8778420951561704
5,0.8944229002469094,0.8769551616266945,0.8807248147448088
