fold,precision,recall,f1-score
1,0.8981654318866464,0.913491246138002,0.9039534059032031
2,0.9045607094065806,0.9120762711864406,0.9058498374554635
3,0.8918976654242237,0.8833671399594321,0.8842361581243401
4,0.8814693730703385,0.9052987598647125,0.8903222932484237
5,0.894117134126429,0.8893528183716075,0.8875294852277571
