fold,precision,recall,f1-score
1,0.7206461780929867,0.6595744680851063,0.6639986491050319
2,0.6,0.5566037735849056,0.5489892183288411
3,0.6497241922773838,0.6122931442080378,0.6039007092198582
4,0.6582742316784871,0.5957446808510638,0.5966115051221433
5,0.6802319036361589,0.6335697399527187,0.6206987128972946
