fold,precision,recall,f1-score
1,0.8963408339625226,0.9073120494335737,0.8985728705244412
2,0.8917692400285547,0.9184322033898306,0.9018795101408722
3,0.8725822352751449,0.8833671399594321,0.8755008600905229
4,0.8628538405250585,0.9007891770011274,0.8786821145336483
5,0.8988032536723087,0.8924843423799582,0.8915231801281679
