fold,precision,recall,f1-score
1,0.8656079764477296,0.8527291452111225,0.8554651965063387
2,0.9023260411390589,0.8432203389830508,0.8688048808561122
3,0.8323483711518092,0.845841784989858,0.8342262054258762
4,0.866155952584203,0.8511837655016911,0.8525854693276581
5,0.8331765347879042,0.8048016701461378,0.811643698763335
