fold,precision,recall,f1-score
1,0.7484239558707645,0.7328605200945626,0.7130361364403918
2,0.7131289308176101,0.7099056603773585,0.6857367475292003
3,0.7100923111561409,0.7044917257683215,0.6843633907463694
4,0.7832545311268715,0.7494089834515366,0.7406844534504109
5,0.7558707643814027,0.7446808510638298,0.7293669556080903
