fold,precision,recall,f1-score
1,0.7875492513790386,0.7706855791962175,0.7514916131937408
2,0.7606132075471698,0.7476415094339622,0.7320867026055706
3,0.7348305752561073,0.7304964539007093,0.7106720702465384
4,0.8058313632781718,0.7588652482269503,0.756114675972832
5,0.7382978723404254,0.7092198581560284,0.6951592930316335
