configuration,precision,recall,f1-score
config_1,0.9037317133490739,0.8999064705901215,0.8985544846128951
config_1_b,0.8940420627828436,0.900717247104039,0.8943782359918375
config_2,0.859922975222141,0.8395553409663721,0.844545090175864
config_2_b,0.8796400999262742,0.8940912701000568,0.8837668293937341
config_3,0.884469880692718,0.9004769824327845,0.8892317070835306
